PHOTOELECTRIC EFFECT LAB - RAW DATA
Date: 2026-04-06 17:41:47
Portland State University Physics Dept.
Photocathode: Material #1
Work Function: 4.3700 eV
Wavelength: 2100 Angstroms
Frequency: 1.427583e+15 Hz
============================================================

Raw Current Data:
----------------------------------------
V_r (V)		I_total (A)		sigma_I (A)
0.29074		1.412242e-09		4.682474e-10
0.29231		1.372038e-09		3.938632e-10
0.29388		1.386558e-09		4.388627e-10
0.29546		1.407630e-09		4.373705e-10
0.29703		1.322943e-09		4.151334e-10
0.29860		1.356103e-09		4.350561e-10
0.30017		1.388920e-09		4.432048e-10
0.30174		1.465985e-09		4.199289e-10
0.30331		1.356711e-09		4.660938e-10
0.30488		1.311671e-09		3.893947e-10
0.30646		1.394273e-09		4.636854e-10
0.30803		1.407590e-09		4.114788e-10
0.30960		1.367390e-09		4.047487e-10
0.31117		1.367690e-09		4.318463e-10
0.31274		1.312074e-09		4.218128e-10
0.31431		1.298767e-09		4.573775e-10
0.31589		1.350626e-09		4.313120e-10
0.31746		1.324120e-09		3.984726e-10
0.31903		1.392755e-09		4.280481e-10
0.32060		1.375151e-09		4.224668e-10
0.32217		1.318595e-09		4.551034e-10
0.32374		1.374994e-09		4.558269e-10
0.32532		1.431570e-09		4.421906e-10
0.32689		1.250789e-09		4.013469e-10
0.32846		1.398602e-09		4.300002e-10
0.33003		1.395159e-09		4.435392e-10
0.33160		1.336017e-09		4.175426e-10
0.33317		1.357077e-09		4.427281e-10
0.33474		1.416749e-09		4.017467e-10
0.33632		1.336549e-09		4.546652e-10
0.33789		1.354433e-09		4.349174e-10
0.33946		1.276381e-09		3.913336e-10
0.34103		1.379702e-09		4.212832e-10
0.34260		1.235582e-09		3.937014e-10
0.34417		1.257901e-09		4.328194e-10
0.34575		1.387293e-09		4.360060e-10
0.34732		1.323694e-09		4.106698e-10
0.34889		1.352550e-09		4.333179e-10
0.35046		1.354797e-09		4.496353e-10
0.35203		1.256001e-09		4.473807e-10
0.35360		1.310050e-09		4.312663e-10
0.35518		1.363745e-09		4.303069e-10
0.35675		1.294527e-09		3.908566e-10
0.35832		1.359800e-09		4.581121e-10
0.35989		1.412662e-09		4.158364e-10
0.36146		1.321801e-09		4.181960e-10
0.36303		1.340057e-09		4.452945e-10
0.36460		1.337590e-09		4.004913e-10
0.36618		1.404844e-09		4.131295e-10
0.36775		1.346215e-09		4.682013e-10
0.36932		1.331636e-09		4.100530e-10
0.37089		1.270540e-09		4.024435e-10
0.37246		1.273373e-09		3.953842e-10
0.37403		1.352933e-09		4.151868e-10
0.37561		1.309806e-09		4.146041e-10
0.37718		1.301426e-09		4.287223e-10
0.37875		1.245981e-09		3.936393e-10
0.38032		1.328490e-09		4.057770e-10
0.38189		1.307337e-09		4.396910e-10
0.38346		1.322708e-09		4.305789e-10
0.38504		1.347257e-09		4.368644e-10
0.38661		1.333317e-09		4.036077e-10
0.38818		1.380285e-09		4.497905e-10
0.38975		1.308098e-09		4.673011e-10
0.39132		1.356465e-09		4.009381e-10
0.39289		1.305771e-09		4.503420e-10
0.39446		1.353665e-09		4.326724e-10
0.39604		1.386082e-09		4.481496e-10
0.39761		1.371195e-09		4.444621e-10
0.39918		1.347423e-09		4.312921e-10
0.40075		1.273365e-09		4.052971e-10
0.40232		1.372168e-09		4.333242e-10
0.40389		1.252787e-09		4.160466e-10
0.40547		1.332568e-09		4.001887e-10
0.40704		1.289264e-09		4.268452e-10
0.40861		1.345723e-09		4.296215e-10
0.41018		1.261508e-09		3.931758e-10
0.41175		1.272436e-09		4.170413e-10
0.41332		1.279841e-09		4.334700e-10
0.41489		1.295729e-09		4.366171e-10
0.41647		1.289135e-09		4.462011e-10
0.41804		1.307281e-09		4.128289e-10
0.41961		1.301587e-09		4.458576e-10
0.42118		1.283157e-09		3.880544e-10
0.42275		1.337546e-09		3.771736e-10
0.42432		1.363814e-09		4.174953e-10
0.42590		1.255148e-09		3.804659e-10
0.42747		1.348032e-09		4.118796e-10
0.42904		1.361468e-09		4.078039e-10
0.43061		1.265637e-09		4.084444e-10
0.43218		1.232405e-09		3.972965e-10
0.43375		1.261672e-09		3.837366e-10
0.43533		1.281836e-09		4.155530e-10
0.43690		1.386402e-09		3.815613e-10
0.43847		1.279342e-09		4.317428e-10
0.44004		1.318497e-09		3.746015e-10
0.44161		1.335704e-09		3.972555e-10
0.44318		1.239117e-09		4.176048e-10
0.44475		1.267833e-09		4.043793e-10
0.44633		1.375548e-09		4.019275e-10
0.44790		1.286803e-09		3.871041e-10
0.44947		1.294399e-09		4.469525e-10
0.45104		1.256235e-09		3.830547e-10
0.45261		1.275669e-09		3.777345e-10
0.45418		1.286805e-09		3.623943e-10
0.45576		1.228726e-09		4.170516e-10
0.45733		1.315646e-09		3.967938e-10
0.45890		1.254039e-09		4.356811e-10
0.46047		1.356325e-09		4.403266e-10
0.46204		1.314553e-09		3.818836e-10
0.46361		1.264257e-09		3.827351e-10
0.46519		1.281055e-09		3.917287e-10
0.46676		1.347904e-09		3.807078e-10
0.46833		1.323744e-09		4.498035e-10
0.46990		1.266723e-09		3.992855e-10
0.47147		1.207160e-09		4.022362e-10
0.47304		1.265469e-09		3.871121e-10
0.47461		1.269314e-09		4.093284e-10
0.47619		1.349515e-09		4.201635e-10
0.47776		1.313106e-09		3.767001e-10
0.47933		1.239893e-09		3.811571e-10
0.48090		1.333198e-09		3.945481e-10
0.48247		1.250530e-09		3.638627e-10
0.48404		1.306351e-09		4.119002e-10
0.48562		1.258802e-09		4.164120e-10
0.48719		1.247790e-09		4.074750e-10
0.48876		1.188470e-09		3.841951e-10
0.49033		1.222300e-09		3.958317e-10
0.49190		1.159323e-09		3.696297e-10
0.49347		1.361443e-09		3.802409e-10
0.49505		1.273117e-09		4.124865e-10
0.49662		1.247003e-09		4.403228e-10
0.49819		1.322712e-09		3.435597e-10
0.49976		1.239131e-09		4.311448e-10
0.50133		1.248737e-09		3.549765e-10
0.50290		1.217019e-09		3.805599e-10
0.50447		1.255157e-09		4.090023e-10
0.50605		1.257492e-09		3.756224e-10
0.50762		1.255330e-09		3.767278e-10
0.50919		1.314260e-09		3.915181e-10
0.51076		1.306106e-09		3.489020e-10
0.51233		1.255623e-09		3.791960e-10
0.51390		1.247210e-09		3.863437e-10
0.51548		1.217062e-09		3.734868e-10
0.51705		1.284702e-09		3.965341e-10
0.51862		1.234262e-09		3.874415e-10
0.52019		1.214061e-09		4.040837e-10
0.52176		1.262240e-09		3.902579e-10
0.52333		1.139956e-09		3.692731e-10
0.52490		1.277595e-09		3.940468e-10
0.52648		1.252072e-09		3.891891e-10
0.52805		1.296664e-09		4.219558e-10
0.52962		1.223774e-09		3.739701e-10
0.53119		1.221559e-09		4.148830e-10
0.53276		1.148470e-09		3.608837e-10
0.53433		1.221791e-09		3.822809e-10
0.53591		1.172373e-09		4.038279e-10
0.53748		1.238486e-09		4.000641e-10
0.53905		1.223330e-09		3.865735e-10
0.54062		1.184405e-09		3.893024e-10
0.54219		1.261051e-09		3.751056e-10
0.54376		1.169026e-09		4.214279e-10
0.54534		1.259960e-09		3.820276e-10
0.54691		1.201972e-09		3.970975e-10
0.54848		1.302207e-09		3.642510e-10
0.55005		1.223380e-09		3.795665e-10
0.55162		1.270490e-09		3.493446e-10
0.55319		1.156957e-09		3.803720e-10
0.55476		1.253246e-09		3.613058e-10
0.55634		1.191571e-09		3.956901e-10
0.55791		1.195381e-09		4.218583e-10
0.55948		1.191146e-09		4.000673e-10
0.56105		1.196969e-09		3.847741e-10
0.56262		1.220968e-09		4.070064e-10
0.56419		1.199221e-09		3.581144e-10
0.56577		1.193327e-09		3.956389e-10
0.56734		1.197382e-09		4.145242e-10
0.56891		1.301850e-09		3.629770e-10
0.57048		1.198213e-09		3.538548e-10
0.57205		1.184376e-09		3.744861e-10
0.57362		1.203332e-09		3.956121e-10
0.57520		1.315552e-09		3.728358e-10
0.57677		1.223171e-09		3.572324e-10
0.57834		1.153770e-09		3.606204e-10
0.57991		1.171926e-09		3.656058e-10
0.58148		1.211365e-09		3.669906e-10
0.58305		1.210868e-09		3.811474e-10
0.58462		1.153175e-09		3.667228e-10
0.58620		1.181466e-09		3.973256e-10
0.58777		1.210714e-09		3.796870e-10
0.58934		1.158326e-09		3.777105e-10
0.59091		1.153357e-09		3.567920e-10
0.59248		1.141986e-09		4.053514e-10
0.59405		1.168790e-09		3.794040e-10
0.59563		1.181381e-09		3.896027e-10
0.59720		1.152769e-09		3.872926e-10
0.59877		1.245417e-09		3.736203e-10
0.60034		1.216197e-09		3.968107e-10
0.60191		1.148584e-09		3.635339e-10
0.60348		1.161350e-09		3.679718e-10
0.60506		1.113080e-09		3.369572e-10
0.60663		1.089893e-09		3.510707e-10
0.60820		1.201815e-09		3.614280e-10
0.60977		1.191801e-09		3.665924e-10
0.61134		1.151557e-09		3.603313e-10
0.61291		1.195518e-09		3.903866e-10
0.61448		1.180666e-09		3.757838e-10
0.61606		1.173284e-09		3.559553e-10
0.61763		1.057709e-09		3.606086e-10
0.61920		1.175940e-09		3.740515e-10
0.62077		1.083383e-09		3.645856e-10
0.62234		1.143355e-09		3.397816e-10
0.62391		1.179960e-09		3.774252e-10
0.62549		1.174424e-09		3.556990e-10
0.62706		1.145314e-09		3.217381e-10
0.62863		1.137782e-09		3.468169e-10
0.63020		1.125562e-09		3.374308e-10
0.63177		1.179569e-09		3.837467e-10
0.63334		1.142451e-09		3.668079e-10
0.63491		1.184836e-09		3.587577e-10
0.63649		1.136057e-09		3.548137e-10
0.63806		1.162745e-09		4.038112e-10
0.63963		1.171560e-09		3.407610e-10
0.64120		1.140704e-09		3.716206e-10
0.64277		1.128987e-09		3.420439e-10
0.64434		1.092008e-09		3.530692e-10
0.64592		1.144560e-09		3.289578e-10
0.64749		1.113351e-09		3.565375e-10
0.64906		1.131194e-09		3.475891e-10
0.65063		1.141042e-09		3.655634e-10
0.65220		1.091111e-09		3.421174e-10
0.65377		1.142032e-09		3.555850e-10
0.65535		1.156446e-09		3.231756e-10
0.65692		1.133316e-09		3.524043e-10
0.65849		1.124931e-09		3.333273e-10
0.66006		1.156651e-09		3.412714e-10
0.66163		1.097820e-09		3.848464e-10
0.66320		1.111695e-09		3.554899e-10
0.66477		1.112352e-09		3.465703e-10
0.66635		1.097154e-09		3.381963e-10
0.66792		1.105062e-09		3.884045e-10
0.66949		1.096326e-09		3.645136e-10
0.67106		1.185860e-09		3.376396e-10
0.67263		1.114029e-09		3.598886e-10
0.67420		1.124694e-09		3.362270e-10
0.67578		1.115353e-09		3.418536e-10
0.67735		1.061389e-09		3.456175e-10
0.67892		1.087451e-09		3.492808e-10
0.68049		1.097880e-09		3.569254e-10
0.68206		1.099447e-09		3.565161e-10
0.68363		1.143763e-09		3.474280e-10
0.68521		1.094628e-09		3.680808e-10
0.68678		1.115536e-09		3.209051e-10
0.68835		1.131939e-09		3.427571e-10
0.68992		1.022798e-09		3.380315e-10
0.69149		1.081182e-09		3.544996e-10
0.69306		1.066864e-09		3.675985e-10
0.69463		1.056246e-09		3.345971e-10
0.69621		1.145015e-09		3.318454e-10
0.69778		1.069788e-09		3.437250e-10
0.69935		1.107461e-09		3.554737e-10
0.70092		1.087650e-09		3.355061e-10
0.70249		1.093688e-09		3.449287e-10
0.70406		1.053592e-09		3.529437e-10
0.70564		1.103653e-09		3.331758e-10
0.70721		1.059618e-09		3.468292e-10
0.70878		1.103394e-09		3.285229e-10
0.71035		1.050238e-09		3.434995e-10
0.71192		1.099994e-09		3.552310e-10
0.71349		1.020367e-09		3.283053e-10
0.71507		1.102642e-09		3.300161e-10
0.71664		1.069514e-09		3.216393e-10
0.71821		1.052122e-09		3.149907e-10
0.71978		1.031860e-09		3.125104e-10
0.72135		1.019386e-09		3.148411e-10
0.72292		1.064307e-09		3.559803e-10
0.72449		1.094185e-09		3.434506e-10
0.72607		1.029362e-09		3.375347e-10
0.72764		1.022291e-09		3.329242e-10
0.72921		9.950122e-10		3.368187e-10
0.73078		1.096439e-09		3.310285e-10
0.73235		1.052683e-09		3.294064e-10
0.73392		1.077550e-09		3.439832e-10
0.73550		1.012962e-09		3.595764e-10
0.73707		1.053947e-09		3.371319e-10
0.73864		1.065909e-09		3.355178e-10
0.74021		1.036400e-09		3.346877e-10
0.74178		1.040101e-09		3.057644e-10
0.74335		1.083651e-09		3.373019e-10
0.74492		9.745530e-10		3.038894e-10
0.74650		1.010187e-09		3.357799e-10
0.74807		1.028215e-09		3.204838e-10
0.74964		1.011599e-09		3.258915e-10
0.75121		1.056976e-09		3.356899e-10
0.75278		9.959827e-10		3.476745e-10
0.75435		1.034390e-09		3.170864e-10
0.75593		1.001580e-09		3.471315e-10
0.75750		1.007376e-09		3.279911e-10
0.75907		1.046786e-09		3.295134e-10
0.76064		1.012178e-09		3.299441e-10
0.76221		1.016246e-09		3.167941e-10
0.76378		9.978643e-10		3.506940e-10
0.76536		1.037617e-09		2.953335e-10
0.76693		9.994947e-10		3.002781e-10
0.76850		1.020584e-09		3.264178e-10
0.77007		9.814258e-10		3.378544e-10
0.77164		1.009776e-09		2.986256e-10
0.77321		9.950275e-10		3.048674e-10
0.77478		1.047463e-09		3.319093e-10
0.77636		1.026404e-09		3.235124e-10
0.77793		9.720531e-10		3.024377e-10
0.77950		9.326619e-10		3.127051e-10
0.78107		9.993590e-10		3.231155e-10
0.78264		9.832944e-10		3.164831e-10
0.78421		1.008599e-09		3.407958e-10
0.78579		9.812476e-10		3.222337e-10
0.78736		1.059274e-09		3.002629e-10
0.78893		1.015491e-09		3.273705e-10
0.79050		9.964207e-10		3.291739e-10
0.79207		9.551716e-10		3.020674e-10
0.79364		9.580849e-10		3.196770e-10
0.79522		9.975587e-10		3.072927e-10
0.79679		1.006727e-09		3.027128e-10
0.79836		1.011293e-09		3.085510e-10
0.79993		9.797339e-10		3.030906e-10
0.80150		9.509537e-10		3.022596e-10
0.80307		9.515404e-10		3.119395e-10
0.80464		1.002528e-09		2.963876e-10
0.80622		9.673890e-10		3.389213e-10
0.80779		9.518757e-10		2.979828e-10
0.80936		9.783229e-10		3.084857e-10
0.81093		9.848645e-10		3.271500e-10
0.81250		9.939278e-10		3.231298e-10
0.81407		9.679578e-10		3.044816e-10
0.81565		9.634799e-10		3.232393e-10
0.81722		9.298973e-10		2.704221e-10
0.81879		9.719611e-10		3.067377e-10
0.82036		9.567703e-10		2.890782e-10
0.82193		9.547248e-10		3.272973e-10
0.82350		9.458667e-10		3.179921e-10
0.82508		9.244723e-10		3.104101e-10
0.82665		9.607574e-10		3.201372e-10
0.82822		9.194487e-10		3.019283e-10
0.82979		9.440287e-10		2.942114e-10
0.83136		9.538455e-10		3.020555e-10
0.83293		9.651160e-10		2.512169e-10
0.83450		9.292936e-10		2.843451e-10
0.83608		9.389686e-10		3.038857e-10
0.83765		9.715359e-10		2.877645e-10
0.83922		9.612580e-10		3.261684e-10
0.84079		9.331148e-10		2.667097e-10
0.84236		9.058704e-10		3.014495e-10
0.84393		9.595783e-10		3.054121e-10
0.84551		9.281746e-10		2.807093e-10
0.84708		9.022399e-10		3.181223e-10
0.84865		9.038699e-10		3.151065e-10
0.85022		9.560816e-10		3.009048e-10
0.85179		9.963775e-10		2.773819e-10
0.85336		9.143558e-10		3.060232e-10
0.85493		8.946098e-10		3.232547e-10
0.85651		8.872502e-10		3.020495e-10
0.85808		9.202269e-10		3.086075e-10
0.85965		9.086868e-10		3.052373e-10
0.86122		9.119776e-10		2.987586e-10
0.86279		9.348286e-10		2.701021e-10
0.86436		8.994840e-10		2.699225e-10
0.86594		8.953751e-10		2.679283e-10
0.86751		9.320448e-10		2.916585e-10
0.86908		9.272525e-10		2.654472e-10
0.87065		9.050126e-10		3.096579e-10
0.87222		8.546023e-10		2.893840e-10
0.87379		8.796444e-10		2.639490e-10
0.87537		8.623096e-10		2.936811e-10
0.87694		8.514828e-10		2.682347e-10
0.87851		8.673863e-10		2.360988e-10
0.88008		8.701294e-10		3.046310e-10
0.88165		8.574037e-10		2.836172e-10
0.88322		9.105002e-10		2.998151e-10
0.88479		9.117538e-10		2.953522e-10
0.88637		8.727251e-10		2.651294e-10
0.88794		8.996655e-10		2.853507e-10
0.88951		8.856467e-10		3.047141e-10
0.89108		8.461459e-10		2.884464e-10
0.89265		8.326581e-10		2.733260e-10
0.89422		9.166427e-10		3.001523e-10
0.89580		8.729014e-10		2.683667e-10
0.89737		9.132107e-10		2.750509e-10
0.89894		8.173584e-10		2.638839e-10
0.90051		8.673654e-10		2.844035e-10
0.90208		8.783568e-10		2.842639e-10
0.90365		8.518360e-10		2.942232e-10
0.90523		8.659569e-10		2.703821e-10
0.90680		8.622285e-10		2.799105e-10
0.90837		8.460224e-10		2.862076e-10
0.90994		8.923880e-10		2.705919e-10
0.91151		8.247237e-10		2.480818e-10
0.91308		8.618248e-10		2.829144e-10
0.91465		8.543084e-10		2.649690e-10
0.91623		8.872417e-10		2.838806e-10
0.91780		8.274346e-10		2.581061e-10
0.91937		8.329535e-10		2.598920e-10
0.92094		8.643590e-10		2.578115e-10
0.92251		8.108071e-10		2.656926e-10
0.92408		8.507189e-10		2.621798e-10
0.92566		8.619982e-10		2.366880e-10
0.92723		8.140144e-10		2.676525e-10
0.92880		8.582443e-10		2.533971e-10
0.93037		8.027559e-10		2.503865e-10
0.93194		8.764744e-10		2.609090e-10
0.93351		7.871830e-10		2.502147e-10
0.93509		8.160223e-10		2.517441e-10
0.93666		8.369448e-10		2.590423e-10
0.93823		8.328727e-10		2.557283e-10
0.93980		8.388206e-10		2.712093e-10
0.94137		8.283678e-10		2.768832e-10
0.94294		8.309475e-10		2.666905e-10
0.94451		8.268761e-10		2.368424e-10
0.94609		7.632712e-10		2.740518e-10
0.94766		8.038116e-10		2.522543e-10
0.94923		7.702497e-10		2.494166e-10
0.95080		8.377618e-10		2.651274e-10
0.95237		8.474865e-10		2.647363e-10
0.95394		7.993182e-10		2.401998e-10
0.95552		7.833661e-10		2.512679e-10
0.95709		7.883293e-10		2.713637e-10
0.95866		7.907906e-10		2.592974e-10
0.96023		7.867872e-10		2.486792e-10
0.96180		7.832015e-10		2.360298e-10
0.96337		8.204019e-10		2.509264e-10
0.96494		8.294137e-10		2.698725e-10
0.96652		7.865741e-10		2.439952e-10
0.96809		7.348624e-10		2.450324e-10
0.96966		8.222414e-10		2.083420e-10
0.97123		7.617031e-10		2.261793e-10
0.97280		7.827395e-10		2.422898e-10
0.97437		8.006576e-10		2.546690e-10
0.97595		7.646637e-10		2.297262e-10
0.97752		7.803691e-10		2.470308e-10
0.97909		7.386936e-10		2.462425e-10
0.98066		7.428995e-10		2.379269e-10
0.98223		7.700372e-10		2.619922e-10
0.98380		7.512789e-10		2.444066e-10
0.98538		7.412775e-10		2.341572e-10
0.98695		7.596358e-10		2.387478e-10
0.98852		7.758222e-10		2.463901e-10
0.99009		7.395021e-10		2.355633e-10
0.99166		7.420962e-10		2.423255e-10
0.99323		8.140888e-10		2.407012e-10
0.99480		7.580422e-10		2.307283e-10
0.99638		7.675072e-10		2.373679e-10
0.99795		7.762068e-10		2.492950e-10
0.99952		7.403338e-10		2.611625e-10
1.00109		7.332928e-10		2.311619e-10
1.00266		7.307468e-10		2.265227e-10
1.00423		7.638302e-10		2.798514e-10
1.00581		7.294303e-10		2.095930e-10
1.00738		7.341010e-10		2.322896e-10
1.00895		7.192760e-10		2.349520e-10
1.01052		7.408966e-10		2.218259e-10
1.01209		7.049265e-10		2.438751e-10
1.01366		7.371324e-10		2.279814e-10
1.01524		7.141231e-10		2.285853e-10
1.01681		6.774269e-10		2.232226e-10
1.01838		7.007412e-10		2.448868e-10
1.01995		7.420662e-10		2.156869e-10
1.02152		7.118270e-10		2.176268e-10
