  idx        ==1700A==         |        ==1800A==         |        ==1900A==         |        ==2000A==         |        ==2100A==         |        ==2200A==         |        ==2300A==         |        ==2400A==         |        ==2500A==         |        ==2600A==         |        ==2700A==         |  
          Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |  
-----  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  
  928     2.8518     7.08e-12  |     2.4802     8.06e-12  |     2.1087     2.04e-11  |     1.7371     7.27e-11  |     1.4584     1.23e-10  |     1.2076     1.74e-10  |     0.9847     2.00e-10  |     0.7710     2.51e-10  |     0.5574     5.88e-10  |     0.3901     4.20e-10  |     0.2137     9.99e-10  |  
  929     2.8549     5.18e-12  |     2.4829     6.18e-12  |     2.1109     1.88e-11  |     1.7390     6.97e-11  |     1.4600     1.11e-10  |     1.2089     1.58e-10  |     0.9857     1.93e-10  |     0.7718     2.54e-10  |     0.5580     5.56e-10  |     0.3906     4.03e-10  |     0.2139     9.18e-10  |  
  930     2.8580     5.66e-12  |     2.4856     6.86e-12  |     2.1132     1.78e-11  |     1.7408     7.06e-11  |     1.4616     1.12e-10  |     1.2102     1.62e-10  |     0.9868     1.86e-10  |     0.7727     2.36e-10  |     0.5586     6.24e-10  |     0.3910     3.69e-10  |     0.2141     8.78e-10  |  
  931     2.8610     4.55e-12  |     2.4883     7.03e-12  |     2.1155     1.68e-11  |     1.7427     6.70e-11  |     1.4631     1.08e-10  |     1.2115     1.64e-10  |     0.9879     1.84e-10  |     0.7735     2.45e-10  |     0.5592     5.65e-10  |     0.3914     3.65e-10  |     0.2143     8.88e-10  |  
  932     2.8641     6.10e-12  |     2.4909     4.44e-12  |     2.1178     1.60e-11  |     1.7446     7.26e-11  |     1.4647     1.07e-10  |     1.2128     1.51e-10  |     0.9889     1.75e-10  |     0.7743     2.24e-10  |     0.5598     5.81e-10  |     0.3918     3.65e-10  |     0.2146     8.16e-10  |  
  933     2.8672     4.56e-12  |     2.4936     6.03e-12  |     2.1200     1.49e-11  |     1.7465     6.92e-11  |     1.4663     1.05e-10  |     1.2141     1.62e-10  |     0.9900     1.65e-10  |     0.7752     2.22e-10  |     0.5604     5.51e-10  |     0.3922     3.28e-10  |     0.2148     8.74e-10  |  
  934     2.8702     5.00e-12  |     2.4963     1.88e-12  |     2.1223     1.44e-11  |     1.7483     6.96e-11  |     1.4679     1.07e-10  |     1.2154     1.54e-10  |     0.9910     1.69e-10  |     0.7760     2.27e-10  |     0.5610     5.28e-10  |     0.3927     3.10e-10  |     0.2150     7.90e-10  |  
  935     2.8733     2.38e-12  |     2.4989     5.52e-12  |     2.1246     1.36e-11  |     1.7502     6.65e-11  |     1.4694     1.02e-10  |     1.2167     1.43e-10  |     0.9921     1.72e-10  |     0.7768     2.14e-10  |     0.5616     5.29e-10  |     0.3931     3.10e-10  |     0.2153     7.47e-10  |  
  936     2.8764     3.95e-12  |     2.5016     3.92e-12  |     2.1269     1.29e-11  |     1.7521     6.23e-11  |     1.4710     1.01e-10  |     1.2180     1.37e-10  |     0.9931     1.59e-10  |     0.7777     2.08e-10  |     0.5622     5.05e-10  |     0.3935     2.83e-10  |     0.2155     7.81e-10  |  
  937     2.8795     4.90e-12  |     2.5043     2.98e-12  |     2.1291     1.33e-11  |     1.7539     6.19e-11  |     1.4726     9.64e-11  |     1.2193     1.38e-10  |     0.9942     1.50e-10  |     0.7785     2.01e-10  |     0.5628     5.14e-10  |     0.3939     2.82e-10  |     0.2157     7.53e-10  |  
  938     2.8825     2.62e-12  |     2.5070     3.15e-12  |     2.1314     1.16e-11  |     1.7558     6.08e-11  |     1.4741     1.05e-10  |     1.2206     1.37e-10  |     0.9953     1.39e-10  |     0.7793     1.85e-10  |     0.5634     4.93e-10  |     0.3943     2.78e-10  |     0.2160     7.52e-10  |  
  939     2.8856     3.38e-12  |     2.5096     2.63e-12  |     2.1337     9.97e-12  |     1.7577     5.73e-11  |     1.4757     9.22e-11  |     1.2219     1.34e-10  |     0.9963     1.45e-10  |     0.7802     1.79e-10  |     0.5640     4.79e-10  |     0.3948     2.53e-10  |     0.2162     6.99e-10  |  
  940     2.8887     3.04e-12  |     2.5123     1.57e-12  |     2.1359     1.00e-11  |     1.7596     5.70e-11  |     1.4773     8.87e-11  |     1.2232     1.24e-10  |     0.9974     1.36e-10  |     0.7810     1.71e-10  |     0.5646     4.73e-10  |     0.3952     2.34e-10  |     0.2164     7.02e-10  |  
  941     2.8918     2.68e-12  |     2.5150     1.19e-12  |     2.1382     1.02e-11  |     1.7614     5.36e-11  |     1.4788     8.89e-11  |     1.2245     1.23e-10  |     0.9985     1.39e-10  |     0.7818     1.66e-10  |     0.5652     4.78e-10  |     0.3956     2.17e-10  |     0.2167     6.77e-10  |  
  942     2.8948     3.82e-12  |     2.5177     9.22e-13  |     2.1405     7.06e-12  |     1.7633     5.42e-11  |     1.4804     8.42e-11  |     1.2258     1.19e-10  |     0.9995     1.25e-10  |     0.7826     1.52e-10  |     0.5658     4.61e-10  |     0.3960     1.97e-10  |     0.2169     7.12e-10  |  
  943     2.8979     2.64e-12  |     2.5203     9.46e-13  |     2.1427     7.13e-12  |     1.7652     5.24e-11  |     1.4820     8.38e-11  |     1.2271     1.19e-10  |     1.0006     1.20e-10  |     0.7835     1.48e-10  |     0.5664     4.48e-10  |     0.3965     1.92e-10  |     0.2171     6.38e-10  |  
  944     2.9010     1.59e-12  |     2.5230    -5.97e-13  |     2.1450     6.19e-12  |     1.7671     4.98e-11  |     1.4836     8.25e-11  |     1.2284     1.16e-10  |     1.0016     1.17e-10  |     0.7843     1.48e-10  |     0.5670     4.11e-10  |     0.3969     1.92e-10  |     0.2173     6.27e-10  |  
  945     2.9040     1.84e-12  |     2.5257    -9.07e-13  |     2.1473     5.84e-12  |     1.7689     4.85e-11  |     1.4851     8.45e-11  |     1.2297     1.10e-10  |     1.0027     1.10e-10  |     0.7851     1.27e-10  |     0.5676     4.56e-10  |     0.3973     1.65e-10  |     0.2176     6.23e-10  |  
  946     2.9071     2.58e-12  |     2.5284    -1.82e-12  |     2.1496     3.70e-12  |     1.7708     4.81e-11  |     1.4867     7.80e-11  |     1.2310     1.08e-10  |     1.0038     1.05e-10  |     0.7860     1.25e-10  |     0.5682     4.12e-10  |     0.3977     1.41e-10  |     0.2178     5.89e-10  |  
  947     2.9102     1.17e-12  |     2.5310     5.89e-13  |     2.1518     4.12e-12  |     1.7727     4.68e-11  |     1.4883     7.83e-11  |     1.2323     1.08e-10  |     1.0048     1.01e-10  |     0.7868     1.22e-10  |     0.5688     4.00e-10  |     0.3981     1.40e-10  |     0.2180     5.87e-10  |  
  948     2.9133     2.07e-12  |     2.5337     1.22e-12  |     2.1541     1.52e-12  |     1.7745     4.40e-11  |     1.4898     7.06e-11  |     1.2336     1.01e-10  |     1.0059     9.57e-11  |     0.7876     1.12e-10  |     0.5694     3.85e-10  |     0.3986     1.25e-10  |     0.2183     5.77e-10  |  
  949     2.9163     1.38e-12  |     2.5364    -1.50e-12  |     2.1564     9.07e-13  |     1.7764     4.12e-11  |     1.4914     7.05e-11  |     1.2349     9.71e-11  |     1.0070     8.46e-11  |     0.7885     1.02e-10  |     0.5700     3.73e-10  |     0.3990     1.07e-10  |     0.2185     5.47e-10  |  
  950     2.9194     6.40e-13  |     2.5390     2.39e-14  |     2.1587     3.33e-13  |     1.7783     4.00e-11  |     1.4930     6.50e-11  |     1.2362     9.03e-11  |     1.0080     8.18e-11  |     0.7893     9.70e-11  |     0.5706     3.75e-10  |     0.3994     1.01e-10  |     0.2187     5.16e-10  |  
  951     2.9225    -1.44e-13  |     2.5417     4.66e-14  |     2.1609    -1.74e-13  |     1.7801     4.20e-11  |     1.4946     6.46e-11  |     1.2375     8.52e-11  |     1.0091     7.90e-11  |     0.7901     9.29e-11  |     0.5712     3.62e-10  |     0.3998     8.05e-11  |     0.2190     5.20e-10  |  
  952     2.9256    -8.78e-13  |     2.5444    -4.06e-13  |     2.1632     2.26e-13  |     1.7820     3.86e-11  |     1.4961     5.82e-11  |     1.2388     8.79e-11  |     1.0101     7.35e-11  |     0.7910     8.66e-11  |     0.5718     3.38e-10  |     0.4002     6.98e-11  |     0.2192     4.80e-10  |  
  953     2.9286    -8.30e-14  |     2.5471     1.50e-12  |     2.1655    -5.15e-13  |     1.7839     4.18e-11  |     1.4977     5.93e-11  |     1.2401     7.90e-11  |     1.0112     6.28e-11  |     0.7918     7.53e-11  |     0.5724     3.51e-10  |     0.4007     5.56e-11  |     0.2194     4.70e-10  |  
  954     2.9317     3.87e-13  |     2.5497     1.52e-13  |     2.1677     7.15e-13  |     1.7858     3.52e-11  |     1.4993     5.69e-11  |     1.2414     8.47e-11  |     1.0123     6.30e-11  |     0.7926     6.60e-11  |     0.5730     3.21e-10  |     0.4011     4.18e-11  |     0.2196     4.69e-10  |  
  955     2.9348    -1.03e-12  |     2.5524    -8.41e-13  |     2.1700     6.52e-13  |     1.7876     3.48e-11  |     1.5009     5.52e-11  |     1.2427     6.99e-11  |     1.0133     5.82e-11  |     0.7934     6.12e-11  |     0.5736     3.28e-10  |     0.4015     3.01e-11  |     0.2199     4.14e-10  |  
  956     2.9379     1.30e-12  |     2.5551     5.95e-13  |     2.1723    -5.26e-15  |     1.7895     3.30e-11  |     1.5024     5.30e-11  |     1.2440     6.65e-11  |     1.0144     5.16e-11  |     0.7943     5.20e-11  |     0.5742     3.06e-10  |     0.4019     1.51e-11  |     0.2201     4.28e-10  |  
  957     2.9409     1.30e-13  |     2.5577    -1.83e-12  |     2.1746     2.27e-13  |     1.7914     3.35e-11  |     1.5040     5.04e-11  |     1.2453     6.65e-11  |     1.0154     4.97e-11  |     0.7951     4.42e-11  |     0.5748     3.19e-10  |     0.4023     2.59e-13  |     0.2203     4.12e-10  |  
  958     2.9440     8.43e-13  |     2.5604    -1.44e-13  |     2.1768    -5.01e-13  |     1.7933     3.34e-11  |     1.5056     4.95e-11  |     1.2467     6.39e-11  |     1.0165     4.16e-11  |     0.7959     3.80e-11  |     0.5754     3.13e-10  |     0.4028    -2.89e-13  |     0.2206     3.89e-10  |  
  959     2.9471    -1.06e-12  |     2.5631    -9.98e-13  |     2.1791    -4.87e-13  |     1.7951     3.07e-11  |     1.5071     4.44e-11  |     1.2479     6.08e-11  |     1.0176     3.29e-11  |     0.7968     2.97e-11  |     0.5760     2.90e-10  |     0.4032    -7.20e-13  |     0.2208     3.73e-10  |  
  960     2.9501    -3.18e-13  |     2.5658    -8.59e-13  |     2.1814    -1.85e-12  |     1.7970     2.84e-11  |     1.5087     4.10e-11  |     1.2492     5.74e-11  |     1.0186     3.09e-11  |     0.7976     2.25e-11  |     0.5766     2.78e-10  |     0.4036    -4.82e-14  |     0.2210     3.47e-10  |  
  961     2.9532     6.76e-13  |     2.5684    -9.20e-13  |     2.1837     4.14e-15  |     1.7989     2.90e-11  |     1.5103     4.37e-11  |     1.2506     5.23e-11  |     1.0197     2.65e-11  |     0.7984     1.51e-11  |     0.5772     2.63e-10  |     0.4040     7.64e-13  |     0.2213     3.39e-10  |  
  962     2.9563     4.87e-14  |     2.5711    -2.69e-13  |     2.1859    -6.21e-13  |     1.8007     2.54e-11  |     1.5118     4.06e-11  |     1.2518     4.87e-11  |     1.0207     1.94e-11  |     0.7993     8.68e-12  |     0.5778     2.62e-10  |     0.4044     7.88e-13  |     0.2215     3.11e-10  |  
  963     2.9594    -4.99e-13  |     2.5738    -3.11e-13  |     2.1882     1.65e-13  |     1.8026     2.40e-11  |     1.5134     4.08e-11  |     1.2531     4.53e-11  |     1.0218     1.55e-11  |     0.8001    -3.93e-13  |     0.5784     2.48e-10  |     0.4049    -5.06e-13  |     0.2217     2.86e-10  |  
  964     2.9624     3.75e-13  |     2.5765    -3.31e-13  |     2.1905     7.48e-13  |     1.8045     2.04e-11  |     1.5150     3.36e-11  |     1.2545     4.02e-11  |     1.0229     8.61e-12  |     0.8009     3.27e-13  |     0.5790     2.30e-10  |     0.4053    -1.70e-13  |     0.2219     2.93e-10  |  
  965     2.9655     3.78e-13  |     2.5791    -8.45e-13  |     2.1927     2.40e-13  |     1.8064     2.18e-11  |     1.5166     3.34e-11  |     1.2558     3.92e-11  |     1.0239     4.22e-12  |     0.8017     5.94e-13  |     0.5796     2.38e-10  |     0.4057     3.47e-13  |     0.2222     2.47e-10  |  
  966     2.9686    -4.46e-13  |     2.5818     1.06e-12  |     2.1950    -7.99e-13  |     1.8082     1.93e-11  |     1.5181     3.02e-11  |     1.2571     3.41e-11  |     1.0250     7.45e-13  |     0.8026     1.00e-12  |     0.5802     2.24e-10  |     0.4061     5.09e-13  |     0.2224     2.58e-10  |  
  967     2.9717     2.73e-13  |     2.5845    -4.89e-13  |     2.1973     1.43e-12  |     1.8101     1.94e-11  |     1.5197     2.98e-11  |     1.2584     3.12e-11  |     1.0260    -3.71e-13  |     0.8034    -3.20e-13  |     0.5808     1.95e-10  |     0.4066     2.21e-13  |     0.2226     2.29e-10  |  
  968     2.9747     8.39e-13  |     2.5871     5.63e-14  |     2.1996    -3.89e-13  |     1.8120     1.63e-11  |     1.5213     2.67e-11  |     1.2597     3.15e-11  |     1.0271    -1.66e-13  |     0.8042     1.71e-13  |     0.5814     2.00e-10  |     0.4070     9.23e-14  |     0.2229     2.04e-10  |  
  969     2.9778    -1.52e-13  |     2.5898    -6.41e-13  |     2.2018    -3.35e-14  |     1.8138     1.39e-11  |     1.5229     2.27e-11  |     1.2610     2.33e-11  |     1.0282     8.81e-13  |     0.8051    -4.72e-14  |     0.5820     1.89e-10  |     0.4074     7.25e-13  |     0.2231     1.88e-10  |  
  970     2.9809     6.66e-13  |     2.5925    -3.42e-13  |     2.2041     3.54e-13  |     1.8157     1.36e-11  |     1.5244     1.95e-11  |     1.2623     2.04e-11  |     1.0292    -1.88e-13  |     0.8059     2.76e-13  |     0.5826     1.73e-10  |     0.4078     7.99e-13  |     0.2233     1.80e-10  |  
  971     2.9840    -1.90e-13  |     2.5952     1.53e-14  |     2.2064     1.15e-12  |     1.8176     1.31e-11  |     1.5260     1.71e-11  |     1.2636     1.71e-11  |     1.0303    -4.17e-13  |     0.8067     6.47e-14  |     0.5832     1.63e-10  |     0.4082    -7.49e-13  |     0.2235     1.65e-10  |  
  972     2.9870     8.49e-13  |     2.5978     3.60e-13  |     2.2087     7.79e-13  |     1.8195     1.08e-11  |     1.5276     1.56e-11  |     1.2649     1.32e-11  |     1.0313    -5.81e-13  |     0.8076     8.30e-13  |     0.5838     1.57e-10  |     0.4087    -1.17e-12  |     0.2238     1.44e-10  |  
  973     2.9901    -3.51e-13  |     2.6005     6.84e-13  |     2.2109    -2.80e-13  |     1.8213     9.27e-12  |     1.5291     1.51e-11  |     1.2662     1.06e-11  |     1.0324     1.25e-12  |     0.8084    -1.02e-12  |     0.5844     1.51e-10  |     0.4091     1.21e-13  |     0.2240     1.25e-10  |  
  974     2.9932     5.58e-13  |     2.6032     1.14e-13  |     2.2132    -1.58e-13  |     1.8232     8.86e-12  |     1.5307     1.21e-11  |     1.2675     7.52e-12  |     1.0335    -3.12e-13  |     0.8092    -5.41e-13  |     0.5850     1.36e-10  |     0.4095    -4.23e-13  |     0.2242     1.05e-10  |  
  975     2.9962     4.07e-13  |     2.6059    -1.35e-12  |     2.2155     2.28e-14  |     1.8251     6.55e-12  |     1.5323     9.95e-12  |     1.2688     4.86e-12  |     1.0345    -1.09e-12  |     0.8101     2.55e-13  |     0.5856     1.17e-10  |     0.4099    -1.15e-12  |     0.2245     8.95e-11  |  
  976     2.9993    -5.80e-13  |     2.6085    -5.01e-13  |     2.2177     1.19e-12  |     1.8270     5.64e-12  |     1.5338     6.67e-12  |     1.2701    -1.07e-12  |     1.0356    -3.00e-13  |     0.8109    -8.68e-13  |     0.5862     1.23e-10  |     0.4103    -5.05e-13  |     0.2247     6.68e-11  |  
  977     3.0024     6.30e-13  |     2.6112     5.71e-13  |     2.2200    -1.00e-13  |     1.8288     3.67e-12  |     1.5354     5.93e-12  |     1.2714    -6.85e-13  |     1.0367     1.15e-12  |     0.8117    -1.31e-12  |     0.5868     1.02e-10  |     0.4108     7.12e-13  |     0.2249     5.02e-11  |  
  978     3.0055     2.34e-13  |     2.6139     1.76e-13  |     2.2223    -3.49e-13  |     1.8307     1.68e-12  |     1.5370     2.51e-12  |     1.2727    -1.22e-12  |     1.0377    -2.61e-13  |     0.8125    -3.41e-15  |     0.5874     9.36e-11  |     0.4112     1.10e-13  |     0.2252     3.17e-11  |  
  979     3.0085     4.57e-13  |     2.6166    -5.78e-13  |     2.2245    -2.33e-13  |     1.8326     8.62e-13  |     1.5386     1.84e-13  |     1.2740     1.15e-13  |     1.0388    -2.27e-13  |     0.8134     1.82e-13  |     0.5880     9.02e-11  |     0.4116    -3.13e-13  |     0.2254     1.70e-11  |  
  980     3.0116     2.60e-13  |     2.6192    -6.84e-14  |     2.2268    -5.36e-13  |     1.8344    -6.87e-13  |     1.5401    -1.15e-13  |     1.2753     1.12e-12  |     1.0398    -2.51e-12  |     0.8142    -2.83e-13  |     0.5886     7.99e-11  |     0.4120     2.20e-13  |     0.2256     1.20e-12  |  
  981     3.0147    -1.30e-12  |     2.6219    -9.97e-14  |     2.2291    -9.85e-13  |     1.8363     3.94e-13  |     1.5417    -2.88e-13  |     1.2766    -8.31e-13  |     1.0409    -7.94e-14  |     0.8151     1.31e-12  |     0.5892     6.57e-11  |     0.4124     2.68e-13  |     0.2259     3.84e-13  |  
  982     3.0178    -1.49e-13  |     2.6246     1.08e-12  |     2.2314    -5.97e-13  |     1.8382    -5.61e-13  |     1.5433     3.45e-13  |     1.2779    -4.37e-13  |     1.0420     1.33e-12  |     0.8159     8.00e-14  |     0.5898     5.88e-11  |     0.4128     4.31e-13  |     0.2261     2.45e-13  |  
  983     3.0208     4.43e-13  |     2.6272    -1.88e-13  |     2.2336    -8.78e-14  |     1.8400    -3.69e-13  |     1.5449     3.73e-13  |     1.2792    -5.11e-13  |     1.0430    -4.10e-13  |     0.8167    -3.06e-13  |     0.5904     4.84e-11  |     0.4133     2.27e-13  |     0.2263     9.28e-13  |  
  984     3.0239     9.07e-13  |     2.6299     6.51e-13  |     2.2359    -1.38e-12  |     1.8419     4.83e-13  |     1.5464    -4.30e-14  |     1.2805     4.66e-13  |     1.0441     8.25e-13  |     0.8175     2.96e-13  |     0.5910     3.61e-11  |     0.4137    -9.55e-13  |     0.2266    -3.91e-13  |  
  985     3.0270    -1.26e-12  |     2.6326     4.20e-13  |     2.2382    -7.62e-13  |     1.8438    -3.24e-13  |     1.5480    -7.68e-13  |     1.2818    -3.35e-13  |     1.0452    -3.54e-13  |     0.8184    -1.02e-12  |     0.5916     2.85e-11  |     0.4141     7.67e-13  |     0.2268     8.01e-13  |  
  986     3.0301    -7.52e-14  |     2.6353     1.39e-12  |     2.2405    -6.75e-13  |     1.8457     2.03e-13  |     1.5496    -1.11e-12  |     1.2831     6.31e-13  |     1.0462     9.48e-13  |     0.8192    -8.94e-13  |     0.5922     1.91e-11  |     0.4145     7.77e-13  |     0.2270    -2.84e-13  |  
  987     3.0331    -8.35e-13  |     2.6379    -1.12e-13  |     2.2427     5.57e-13  |     1.8475     2.68e-14  |     1.5511     5.33e-13  |     1.2844    -6.80e-13  |     1.0473     4.72e-13  |     0.8200    -3.04e-13  |     0.5928     8.80e-12  |     0.4149     3.75e-13  |     0.2272    -4.96e-13  |  
  988     3.0362     1.15e-13  |     2.6406    -1.38e-13  |     2.2450     2.88e-13  |     1.8494    -6.87e-13  |     1.5527     1.38e-13  |     1.2857    -5.39e-13  |     1.0483     1.10e-13  |     0.8209    -4.89e-15  |     0.5934     1.86e-12  |     0.4154     3.25e-13  |     0.2275     6.01e-13  |  
  989     3.0393    -2.09e-13  |     2.6433    -4.27e-13  |     2.2473    -1.00e-12  |     1.8513    -7.83e-13  |     1.5543    -1.45e-12  |     1.2870     7.34e-13  |     1.0494    -1.77e-13  |     0.8217    -7.31e-13  |     0.5940     1.29e-13  |     0.4158     3.08e-13  |     0.2277     2.38e-13  |  
